Date,DAI_borrowRate,ETH_borrowRate,USDC_borrowRate,USDT_borrowRate,DAI_cash,ETH_cash,USDC_cash,USDT_cash,DAI_collateralFactor,ETH_collateralFactor,USDC_collateralFactor,USDT_collateralFactor,DAI_reserves,ETH_reserves,USDC_reserves,USDT_reserves,DAI_supplyRate,ETH_supplyRate,USDC_supplyRate,USDT_supplyRate,DAI_totalBorrows,ETH_totalBorrows,USDC_totalBorrows,USDT_totalBorrows,DAI_totalSupply,ETH_totalSupply,USDC_totalSupply,USDT_totalSupply,DAI_reserveFactor,ETH_reserveFactor,USDC_reserveFactor,USDT_reserveFactor
2022-06-20,0.0261947817521952,0.022226696243292002,0.0105191874422928,0.0363218474210052,313479324.65179515,645945.3791727962,715565113.3824186,110148267.17290531,0.8249999999999998,0.8249999999999998,0.84,0.0,20981951.14030028,705.8645228114614,13271799.05798596,3086106.058735,0.011668367521204199,0.0003963912413358,0.0020474775897972,0.0244077256341894,321864033.86072546,14711.746730901314,187113686.82336247,284304714.0144737,27895509457.344196,32891430.930718053,39325612442.67808,17890897800.156773,1.5e+17,2e+17,7.5e+16,7.5e+16
2022-06-21,0.0256451654366724,0.0223269082543962,0.0105485445382782,0.0361199430988254,317823417.411961,649488.9627340118,712465772.4258646,112082862.20053662,0.8249999999999998,0.8249999999999998,0.84,0.0,20985305.037578996,706.0481158526305,13272206.640937895,3088240.0341762505,0.01118047019946,0.00041606460298620004,0.0020590721838852,0.024137166058820398,312564521.0729807,15472.847526981202,186953466.33651558,283638323.80960387,27669493118.637035,33105927.01113836,39181249304.07817,17947566019.437206,1.5e+17,2e+17,7.5e+16,7.5e+16
2022-06-22,0.0255857776782714,0.0223057551475014,0.0108411938937912,0.0363534385235076,319363366.92519945,656219.9232371412,676299850.2501423,111025985.3865524,0.8249999999999998,0.8249999999999998,0.84,0.0,20988367.85821697,706.2241420738666,13272581.811976334,3090210.8672092916,0.0111287447809098,0.0004118870752314,0.0021745507110504,0.0244500220857036,312692973.5152959,15487.941698263772,183533878.5712761,287507059.1541868,27744317734.943935,33442100.458509564,37430748194.68191,18074898408.534725,1.5e+17,2e+17,7.5e+16,7.5e+16
2022-06-23,0.0255690244927992,0.0224402287943244,0.010465990631158198,0.0352496123599722,319689678.2129179,655922.7463158519,707399576.8199102,122185916.83022003,0.8249999999999998,0.8249999999999998,0.84,0.0,20991388.18136832,706.4043242980387,13272953.662176376,3092151.5876109996,0.011114182350724798,0.0004385383253016,0.0020269594797096,0.0229914316757142,312612177.5342225,16406.381782826033,183697653.17435324,284510787.0909774,27754550319.70251,33473018.783883948,38812840674.55385,18446842723.56233,1.5e+17,2e+17,7.5e+16,7.5e+16
2022-06-24,0.025489926540013797,0.022443328115612397,0.0103954137301884,0.034704547164348,321241085.66879016,653816.6827376818,713745380.8071045,127590742.3127098,0.8249999999999998,0.8249999999999998,0.84,0.0,20994433.2937577,706.5918940311607,13273320.435077125,3094008.455816125,0.0110455775507994,0.000439154431563,0.0019993832628600002,0.022282847582463,312247724.7872968,16374.974371847666,183854077.3173252,282434431.97992796,27807517407.41242,33366442.62007655,39100119540.907875,18597834029.652767,1.5e+17,2e+17,7.5e+16,7.5e+16
2022-06-25,0.0253580044401156,0.022455068291133,0.011348325276938999,0.0340287824004096,323325858.4469322,651492.2260874206,628388729.4456391,136239914.09528038,0.8249999999999998,0.8249999999999998,0.84,0.0,20997460.34709406,706.7786646471851,13273696.082461333,3095868.2258525,0.0109314828186276,0.0004414980288774,0.0023838918707082,0.0214234332758592,311112986.5701951,16397.02777271706,180458440.14219284,283680120.82917106,27849732937.291912,33251646.768384058,35175761890.85984,19048909431.06162,1.5e+17,2e+17,7.5e+16,7.5e+16
2022-06-26,0.024969541956817203,0.022471745773780197,0.012084507492909,0.033082492068517204,332879971.4783923,646774.7609684359,629273109.1485757,148695222.01159447,0.8249999999999998,0.8249999999999998,0.84,0.0,21000414.032375995,706.965169000503,13274113.85399548,3097694.7380391457,0.010599237673172399,0.0004448306629104,0.0027020412955206,0.0202501118820504,311114108.4861718,16391.49979002097,196341170.21411645,284628330.9033688,28282632078.545414,33016211.655913133,35916860036.44436,19660315793.583298,1.5e+17,2e+17,7.5e+16,7.5e+16
2022-06-27,0.0257047841823012,0.022627896402916802,0.0123856280020512,0.032416737804609,310334977.75308293,642156.9172874057,607600002.1718806,157445799.9271056,0.8249999999999998,0.8249999999999998,0.84,0.0,21003468.151143596,707.155614013796,13274575.351822563,3099474.566661354,0.0112366711170774,0.00047641800575220003,0.0028381939560384,0.0194411482022676,306176190.7001131,17330.664248713034,195674142.3347565,284553125.9878907,27034070540.43076,32832823.061532494,34928844560.76743,20055662395.477882,1.5e+17,2e+17,7.5e+16,7.5e+16
2022-06-28,0.0250176758829402,0.022846774051953,0.012574216059584399,0.0324255493220814,311463154.19513184,641333.1019450704,595569049.6182824,157590786.4109027,0.8249999999999998,0.8249999999999998,0.84,0.0,21006385.737448175,707.3682024769724,13275040.08343825,3101248.6490729167,0.010641160916844,0.0005208760028154,0.002925070511307,0.019452023623350603,290809664.94600046,18792.276751885383,195637518.809389,285029180.24894077,26386821938.499706,32864557.09364083,34395018380.15768,20082958072.25832,1.5e+17,2e+17,7.5e+16,7.5e+16
2022-06-29,0.0267422676834162,0.022911277999045798,0.0122806410807738,0.0320573995113216,273873430.7317694,643832.9964378382,622500079.0494452,161836325.2785333,0.8249999999999998,0.8249999999999998,0.84,0.0,21009233.285126198,707.5881982017536,13275510.417055145,3103000.665880479,0.012158072902918801,0.0005341851995874001,0.0027940109632320002,0.0190124307474804,290720879.6202731,19306.072038265134,197967029.5754033,283586740.43226224,24675551108.015682,33014700.6358977,35688439750.01838,20209969323.66747,1.5e+17,2e+17,7.5e+16,7.5e+16
2022-06-30,0.0263690618078304,0.0229881340808928,0.0117803452466016,0.0319840577862912,281540804.9275492,645661.5327294513,658606706.406046,162674575.025721,0.825,0.825,0.84,0.0,21010729.680305447,707.7008469794766,13275746.670083,3103946.063579,0.0118205661495744,0.0005501179743552,0.0025673658820704,0.018925129120176,290717770.14229494,19887.497402717087,198908691.193947,283288887.056576,25023006314.054096,33134781.78366524,37326319199.32111,20234085484.07343,1.5e+17,2e+17,7.5e+16,7.5e+16
